"","COI.0421.1Prt.Dn.2","COI.0421.1Prt.Up.1","COI.0421.1Prt.Up.3","Delta.1m1.072021","Delta.1m2.072021","Delta.1m3.072021","MBT.1m1.072021"
"NA__Bacillariophyta__Bacillariophyceae__NA__NA__NA__NA__Seq_5954",0,0,17,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_5955",0,0,17,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_5956",0,0,17,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_5957",0,0,17,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_5958",0,0,17,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_5959",0,0,17,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_5960",0,0,17,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_5961",0,0,17,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_5962",0,0,17,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_5963",0,0,17,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_5964",0,0,17,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_5965",0,0,17,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_5966",0,0,17,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_5967",0,0,17,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_5968",0,0,17,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_5969",0,0,17,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_5970",0,0,17,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_5971",0,0,17,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_5972",0,0,17,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_5973",0,0,17,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_5974",0,0,17,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_5975",0,0,17,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_5976",0,0,17,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_5977",0,0,17,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_5978",0,0,17,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_5979",0,0,17,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_5980",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_5981",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_5982",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_5983",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_5984",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_5985",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_5986",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_5987",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_5988",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_5989",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_5990",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_5991",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_5992",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_5993",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_5994",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_5995",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_5996",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_5997",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_5998",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_5999",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6000",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6001",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6002",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6003",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6004",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6005",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6006",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6007",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6008",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6009",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6010",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6011",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6012",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6013",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6014",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6015",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6016",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6017",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6018",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6019",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6020",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6021",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6022",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6023",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6024",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6025",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6026",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6027",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6028",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6029",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6030",0,0,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6031",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6032",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6033",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6034",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6035",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6036",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6037",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6038",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6039",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6040",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6041",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6042",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6043",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6044",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6045",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6046",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6047",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6048",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6049",0,0,15,0,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_6050",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6051",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6052",0,0,15,0,0,0,0
"Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA__Seq_6053",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6054",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6055",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6056",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6057",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6058",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6059",0,0,15,0,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_6060",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6061",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6062",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6063",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6064",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6065",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6066",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6067",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6068",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6069",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6070",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6071",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6072",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6073",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6074",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6075",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6076",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6077",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6078",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6079",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6080",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6081",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6082",0,0,15,0,0,0,0
"Fungi__NA__NA__NA__NA__NA__NA__Seq_6083",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6084",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6085",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6086",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6087",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6088",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6089",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6090",0,0,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6091",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6092",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6093",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6094",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6095",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6096",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6097",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6098",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6099",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6100",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6101",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6102",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6103",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6104",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6105",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6106",0,0,14,0,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_6107",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6108",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6109",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6110",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6111",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6112",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6113",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6114",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6115",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6116",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6117",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6118",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6119",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6120",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6121",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6122",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6123",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6124",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6125",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6126",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6127",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6128",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6129",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6130",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6131",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6132",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6133",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6134",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6135",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6136",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6137",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6138",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6139",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6140",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6141",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6142",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6143",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6144",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6145",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6146",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6147",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6148",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6149",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6150",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6151",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6152",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6153",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6154",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6155",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6156",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6157",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6158",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6159",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6160",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6161",0,0,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6162",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6163",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6164",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6165",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6166",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6167",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6168",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6169",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6170",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6171",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6172",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6173",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6174",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6175",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6176",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6177",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6178",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6179",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6180",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6181",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6182",0,0,13,0,0,0,0
"Metazoa__Platyhelminthes__NA__Tricladida__Geoplanidae__NA__NA__Seq_6183",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6184",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6185",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6186",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6187",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6188",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6189",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6190",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6191",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6192",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6193",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6194",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6195",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6196",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6197",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6198",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6199",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6200",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6201",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6202",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6203",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6204",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6205",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6206",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6207",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6208",0,0,13,0,0,0,0
"NA__Bacillariophyta__NA__NA__NA__NA__NA__Seq_6209",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6210",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6211",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6212",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6213",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6214",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6215",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6216",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6217",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6218",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6219",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6220",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6221",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6222",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6223",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6224",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6225",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6226",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6227",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6228",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6229",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6230",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6231",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6232",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6233",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6234",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6235",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6236",0,0,13,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6237",0,0,13,0,0,0,0
"NA__Bacillariophyta__NA__NA__NA__NA__NA__Seq_6238",0,0,12,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6239",0,0,12,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6240",0,0,12,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6241",0,0,12,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6242",0,0,12,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6243",0,0,12,0,0,0,0
"NA__NA__Oomycetes__Pythiales__Pythiaceae__NA__NA__Seq_6244",0,0,12,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6245",0,0,12,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6246",0,0,12,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6247",0,0,12,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6248",0,0,12,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6249",0,0,12,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6250",0,0,12,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6251",0,0,12,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6252",0,0,12,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6253",0,0,12,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6254",0,0,12,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6255",0,0,12,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6256",0,0,12,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6257",0,0,12,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6258",0,0,12,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6259",0,0,12,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6260",0,0,12,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6261",0,0,12,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6262",0,0,12,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6263",0,0,12,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6264",0,0,12,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6265",0,0,12,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6266",0,0,12,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6267",0,0,12,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6268",0,0,12,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6269",0,0,12,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6270",0,0,12,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6271",0,0,12,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6272",0,0,12,0,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_6273",0,0,12,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_6274",0,0,12,0,0,0,0
